rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year,team_abbrev,fg3_pct
29,29,29,2015-02-28,Duke,,Syracuse,REG (Conf),W 73-54,*,40,10,16,0.625,3,5,7,11,0.636,0.719,0,1,0.0,3,6,9,1,2,3,2,2,23,21.3,H,1,1,justise-winslow-1,Justise Winslow,2015,duke,0.6
30,30,30,2015-03-04,Duke,,Wake Forest,REG (Conf),W 94-51,*,25,6,8,0.75,1,1,5,7,0.714,0.813,0,0,,2,4,6,7,6,0,3,1,13,19.9,H,1,1,justise-winslow-1,Justise Winslow,2015,duke,1.0
31,31,31,2015-03-07,Duke,@,North Carolina,REG (Conf),W 84-77,*,22,5,9,0.556,1,3,4,6,0.667,0.611,2,4,0.5,3,1,4,1,2,0,3,5,13,8.0,A,1,1,justise-winslow-1,Justise Winslow,2015,duke,0.333
32,32,32,2015-03-12,Duke,N,NC State,CTOURN,W 77-53,*,25,3,7,0.429,1,3,2,4,0.5,0.5,4,4,1.0,0,6,6,1,3,0,1,2,11,11.0,N,1,0,justise-winslow-1,Justise Winslow,2015,duke,0.333
33,33,33,2015-03-13,Duke,N,Notre Dame,CTOURN,L 64-74,*,30,5,8,0.625,0,0,5,8,0.625,0.625,1,1,1.0,3,8,11,3,1,1,3,3,11,11.5,N,0,0,justise-winslow-1,Justise Winslow,2015,duke,
34,34,34,2015-03-20,Duke,N,Robert Morris,ROUND-64,W 85-56,*,24,2,4,0.5,1,2,1,2,0.5,0.625,1,2,0.5,0,11,11,7,0,1,2,2,6,9.7,N,1,0,justise-winslow-1,Justise Winslow,2015,duke,0.5
35,35,35,2015-03-22,Duke,N,San Diego State,ROUND-32,W 68-49,*,34,6,10,0.6,1,2,5,8,0.625,0.65,0,0,,1,11,12,5,4,3,2,2,13,19.2,N,1,0,justise-winslow-1,Justise Winslow,2015,duke,0.5
36,36,36,2015-03-27,Duke,N,Utah,ROUND-16,W 63-57,*,37,8,13,0.615,3,4,5,9,0.556,0.731,2,3,0.667,3,7,10,0,1,2,2,2,21,18.5,N,1,0,justise-winslow-1,Justise Winslow,2015,duke,0.75
37,37,37,2015-03-29,Duke,N,Gonzaga,ROUND-8,W 66-52,*,32,4,12,0.333,2,4,2,8,0.25,0.417,6,6,1.0,1,4,5,1,1,1,1,3,16,11.3,N,1,0,justise-winslow-1,Justise Winslow,2015,duke,0.5
38,38,38,2015-04-04,Duke,N,Michigan State,NATIONAL-SEMI,W 81-61,*,29,5,7,0.714,0,0,5,7,0.714,0.714,9,11,0.818,1,8,9,2,2,0,2,3,19,18.6,N,1,0,justise-winslow-1,Justise Winslow,2015,duke,
39,39,39,2015-04-06,Duke,N,Wisconsin,NATIONAL-FINAL,W 68-63,*,32,3,9,0.333,1,2,2,7,0.286,0.389,4,7,0.571,0,9,9,1,1,3,2,4,11,7.6,N,1,0,justise-winslow-1,Justise Winslow,2015,duke,0.5
1,1,1,2014-11-14,Duke,,Presbyterian,REG (Non-Conf),W 113-44,*,23,6,8,0.75,3,4,3,4,0.75,0.938,0,0,,0,2,2,7,0,0,1,0,15,16.3,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.75
2,2,2,2014-11-15,Duke,,Fairfield,REG (Non-Conf),W 109-59,*,23,2,5,0.4,0,3,2,2,1.0,0.4,2,3,0.667,1,2,3,5,2,0,2,0,6,7.7,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.0
3,3,3,2014-11-18,Duke,N,Michigan State,REG (Non-Conf),W 81-71,*,31,4,5,0.8,2,3,2,2,1.0,1.0,7,7,1.0,0,0,0,4,2,0,0,0,17,19.9,N,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.667
4,4,4,2014-11-21,Duke,N,Temple,REG (Non-Conf),W 74-54,*,29,1,7,0.143,1,4,0,3,0.0,0.214,2,2,1.0,1,4,5,7,3,0,1,1,5,8.9,N,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.25
5,5,5,2014-11-22,Duke,N,Stanford,REG (Non-Conf),W 70-59,*,26,0,6,0.0,0,3,0,3,0.0,0.0,3,4,0.75,0,3,3,2,3,0,1,2,3,1.9,N,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.0
6,6,6,2014-11-26,Duke,,Furman,REG (Non-Conf),W 93-54,*,23,0,2,0.0,0,1,0,1,0.0,0.0,0,0,,0,2,2,7,1,0,2,0,0,3.1,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.0
7,7,7,2014-11-30,Duke,,Army,REG (Non-Conf),W 93-73,*,34,4,8,0.5,1,4,3,4,0.75,0.563,7,8,0.875,1,4,5,10,1,0,0,1,16,21.1,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.25
8,8,8,2014-12-03,Duke,@,Wisconsin,REG (Non-Conf),W 80-70,*,37,7,11,0.636,2,3,5,8,0.625,0.727,6,8,0.75,0,6,6,4,0,0,1,2,22,19.1,A,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.667
9,9,9,2014-12-15,Duke,,Elon,REG (Non-Conf),W 75-62,*,23,0,1,0.0,0,0,0,1,0.0,0.0,4,6,0.667,1,0,1,4,2,0,4,3,4,2.8,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,
10,10,10,2014-12-18,Duke,N,Connecticut,REG (Non-Conf),W 66-56,*,38,5,11,0.455,2,6,3,5,0.6,0.545,9,10,0.9,2,4,6,3,2,0,3,1,21,18.2,N,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.333
11,11,11,2014-12-29,Duke,,Toledo,REG (Non-Conf),W 86-69,*,34,2,3,0.667,2,3,0,0,,1.0,9,9,1.0,1,3,4,8,2,0,1,0,15,21.9,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.667
12,12,12,2014-12-31,Duke,,Wofford,REG (Non-Conf),W 84-55,*,32,2,4,0.5,1,2,1,2,0.5,0.625,0,0,,0,6,6,5,4,0,2,3,5,9.1,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.5
13,13,13,2015-01-03,Duke,,Boston College,REG (Conf),W 85-62,*,27,0,5,0.0,0,1,0,4,0.0,0.0,3,4,0.75,0,4,4,3,0,0,2,0,3,0.4,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.0
14,14,14,2015-01-07,Duke,@,Wake Forest,REG (Conf),W 73-65,*,26,3,7,0.429,1,1,2,6,0.333,0.5,1,1,1.0,2,1,3,4,1,1,1,0,8,9.5,A,1,1,tyus-jones-1,Tyus Jones,2015,duke,1.0
15,15,15,2015-01-11,Duke,@,NC State,REG (Conf),L 75-87,*,27,1,6,0.167,0,3,1,3,0.333,0.167,2,2,1.0,1,1,2,4,1,0,2,1,4,2.6,A,0,1,tyus-jones-1,Tyus Jones,2015,duke,0.0
16,16,16,2015-01-13,Duke,,Miami (FL),REG (Conf),L 74-90,*,27,2,9,0.222,0,3,2,6,0.333,0.222,2,2,1.0,1,1,2,2,0,0,2,3,6,-0.3,H,0,1,tyus-jones-1,Tyus Jones,2015,duke,0.0
17,17,17,2015-01-17,Duke,@,Louisville,REG (Conf),W 63-52,*,32,2,5,0.4,0,2,2,3,0.667,0.4,6,6,1.0,0,1,1,8,1,0,2,1,10,11.8,A,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.0
18,18,18,2015-01-19,Duke,,Pittsburgh,REG (Conf),W 79-65,*,38,7,11,0.636,4,6,3,5,0.6,0.818,4,5,0.8,1,1,2,4,0,0,3,1,22,17.1,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.667
19,19,19,2015-01-25,Duke,@,St. John's (NY),REG (Non-Conf),W 77-68,*,39,5,11,0.455,2,5,3,6,0.5,0.545,10,10,1.0,0,4,4,6,1,0,4,0,22,18.7,A,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.4
20,20,20,2015-01-28,Duke,@,Notre Dame,REG (Conf),L 73-77,*,38,5,11,0.455,1,3,4,8,0.5,0.5,3,3,1.0,1,2,3,2,2,0,0,2,14,12.2,A,0,1,tyus-jones-1,Tyus Jones,2015,duke,0.333
21,21,21,2015-01-31,Duke,@,Virginia,REG (Conf),W 69-63,*,38,5,10,0.5,2,5,3,5,0.6,0.6,5,6,0.833,1,3,4,4,0,0,1,1,17,14.6,A,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.4
22,22,22,2015-02-04,Duke,,Georgia Tech,REG (Conf),W 72-66,*,38,3,10,0.3,2,4,1,6,0.167,0.4,1,2,0.5,0,2,2,5,3,0,4,2,9,5.1,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.5
23,23,23,2015-02-07,Duke,,Notre Dame,REG (Conf),W 90-60,*,34,3,4,0.75,2,3,1,1,1.0,1.0,4,6,0.667,0,5,5,7,1,0,0,1,12,16.6,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.667
24,24,24,2015-02-09,Duke,@,Florida State,REG (Conf),W 73-70,*,39,6,13,0.462,2,4,4,9,0.444,0.538,2,2,1.0,1,5,6,12,1,0,1,2,16,19.1,A,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.5
25,25,25,2015-02-14,Duke,@,Syracuse,REG (Conf),W 80-72,*,35,3,8,0.375,1,1,2,7,0.286,0.438,4,4,1.0,1,5,6,6,0,0,3,1,11,9.6,A,1,1,tyus-jones-1,Tyus Jones,2015,duke,1.0
26,26,26,2015-02-18,Duke,,North Carolina,REG (Conf),W 92-90 (OT),*,43,7,16,0.438,2,5,5,11,0.455,0.5,6,7,0.857,1,6,7,8,1,0,6,2,22,15.5,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.4
27,27,27,2015-02-21,Duke,,Clemson,REG (Conf),W 78-56,*,39,4,11,0.364,1,3,3,8,0.375,0.409,2,2,1.0,0,2,2,9,4,0,3,2,11,12.0,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.333
28,28,28,2015-02-25,Duke,@,Virginia Tech,REG (Conf),W 91-86 (OT),*,45,3,10,0.3,1,5,2,5,0.4,0.35,0,0,,0,2,2,9,1,0,3,1,7,5.7,A,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.2
29,29,29,2015-02-28,Duke,,Syracuse,REG (Conf),W 73-54,*,38,3,7,0.429,1,4,2,3,0.667,0.5,2,2,1.0,1,5,6,6,2,1,6,1,9,8.0,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.25
30,30,30,2015-03-04,Duke,,Wake Forest,REG (Conf),W 94-51,*,32,3,8,0.375,2,2,1,6,0.167,0.5,2,3,0.667,0,4,4,5,3,0,1,0,10,11.9,H,1,1,tyus-jones-1,Tyus Jones,2015,duke,1.0
31,31,31,2015-03-07,Duke,@,North Carolina,REG (Conf),W 84-77,*,37,5,10,0.5,2,4,3,6,0.5,0.6,12,12,1.0,0,6,6,7,3,0,1,1,24,27.3,A,1,1,tyus-jones-1,Tyus Jones,2015,duke,0.5
32,32,32,2015-03-12,Duke,N,NC State,CTOURN,W 77-53,*,37,3,9,0.333,0,2,3,7,0.429,0.333,1,1,1.0,0,0,0,8,1,0,1,0,7,7.5,N,1,0,tyus-jones-1,Tyus Jones,2015,duke,0.0
33,33,33,2015-03-13,Duke,N,Notre Dame,CTOURN,L 64-74,*,40,4,13,0.308,1,5,3,8,0.375,0.346,1,1,1.0,0,4,4,5,1,0,4,3,10,3.0,N,0,0,tyus-jones-1,Tyus Jones,2015,duke,0.2
34,34,34,2015-03-20,Duke,N,Robert Morris,ROUND-64,W 85-56,*,31,4,7,0.571,2,5,2,2,1.0,0.714,0,0,,0,3,3,7,2,0,1,0,10,13.5,N,1,0,tyus-jones-1,Tyus Jones,2015,duke,0.4
35,35,35,2015-03-22,Duke,N,San Diego State,ROUND-32,W 68-49,*,36,3,9,0.333,0,1,3,8,0.375,0.333,0,0,,0,3,3,6,2,0,2,0,6,6.0,N,1,0,tyus-jones-1,Tyus Jones,2015,duke,0.0
36,36,36,2015-03-27,Duke,N,Utah,ROUND-16,W 63-57,*,38,3,9,0.333,0,2,3,7,0.429,0.333,9,10,0.9,0,3,3,3,2,0,3,3,15,10.3,N,1,0,tyus-jones-1,Tyus Jones,2015,duke,0.0
37,37,37,2015-03-29,Duke,N,Gonzaga,ROUND-8,W 66-52,*,40,5,13,0.385,1,3,4,10,0.4,0.423,4,4,1.0,1,2,3,6,2,0,0,2,15,14.6,N,1,0,tyus-jones-1,Tyus Jones,2015,duke,0.333
38,38,38,2015-04-04,Duke,N,Michigan State,NATIONAL-SEMI,W 81-61,*,38,3,8,0.375,1,3,2,5,0.4,0.438,2,3,0.667,0,2,2,4,2,1,1,2,9,8.5,N,1,0,tyus-jones-1,Tyus Jones,2015,duke,0.333
39,39,39,2015-04-06,Duke,N,Wisconsin,NATIONAL-FINAL,W 68-63,*,37,7,13,0.538,2,3,5,10,0.5,0.615,7,7,1.0,0,5,5,1,0,0,1,1,23,17.5,N,1,0,tyus-jones-1,Tyus Jones,2015,duke,0.667
1,68,1,2014-11-14,Duke,,Presbyterian,REG (Non-Conf),W 113-44,*,16,2,4,0.5,0,0,2,4,0.5,0.5,0,0,,6,4,10,0,0,0,1,4,4,4.8,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
2,69,2,2014-11-15,Duke,,Fairfield,REG (Non-Conf),W 109-59,*,24,5,8,0.625,0,0,5,8,0.625,0.625,5,6,0.833,4,5,9,3,1,0,2,1,15,16.0,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
3,70,3,2014-11-18,Duke,N,Michigan State,REG (Non-Conf),W 81-71,*,21,2,3,0.667,0,0,2,3,0.667,0.667,2,4,0.5,1,3,4,0,0,1,1,2,6,4.4,N,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
4,71,4,2014-11-21,Duke,N,Temple,REG (Non-Conf),W 74-54,*,31,3,5,0.6,0,0,3,5,0.6,0.6,2,5,0.4,4,4,8,1,0,1,0,3,8,8.7,N,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
5,72,5,2014-11-22,Duke,N,Stanford,REG (Non-Conf),W 70-59,*,24,3,6,0.5,0,0,3,6,0.5,0.5,3,4,0.75,4,3,7,2,2,1,0,3,9,12.2,N,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
6,73,6,2014-11-26,Duke,,Furman,REG (Non-Conf),W 93-54,*,24,8,9,0.889,0,0,8,9,0.889,0.889,0,0,,5,7,12,2,1,1,1,3,16,19.4,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
7,74,7,2014-11-30,Duke,,Army,REG (Non-Conf),W 93-73,*,20,3,3,1.0,0,0,3,3,1.0,1.0,1,3,0.333,5,7,12,2,0,1,3,3,7,8.8,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
8,75,8,2014-12-03,Duke,@,Wisconsin,REG (Non-Conf),W 80-70,*,25,3,4,0.75,0,0,3,4,0.75,0.75,0,0,,0,4,4,0,1,0,0,0,6,6.6,A,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
9,76,9,2014-12-15,Duke,,Elon,REG (Non-Conf),W 75-62,*,22,6,7,0.857,0,0,6,7,0.857,0.857,1,3,0.333,2,3,5,2,1,0,3,1,13,11.0,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
10,77,10,2014-12-18,Duke,N,Connecticut,REG (Non-Conf),W 66-56,*,31,3,8,0.375,0,0,3,8,0.375,0.375,5,7,0.714,4,9,13,2,1,2,2,3,11,11.9,N,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
11,78,11,2014-12-29,Duke,,Toledo,REG (Non-Conf),W 86-69,*,25,1,2,0.5,0,0,1,2,0.5,0.5,0,1,0.0,3,5,8,2,2,0,1,4,2,5.0,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
12,79,12,2014-12-31,Duke,,Wofford,REG (Non-Conf),W 84-55,*,18,3,6,0.5,0,0,3,6,0.5,0.5,4,6,0.667,3,2,5,0,0,0,1,3,10,6.7,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
13,80,13,2015-01-03,Duke,,Boston College,REG (Conf),W 85-62,*,17,2,2,1.0,0,0,2,2,1.0,1.0,0,1,0.0,2,2,4,1,0,0,1,2,4,3.9,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
14,81,14,2015-01-07,Duke,@,Wake Forest,REG (Conf),W 73-65,*,19,2,5,0.4,0,0,2,5,0.4,0.4,0,0,,0,2,2,0,2,0,2,1,4,1.5,A,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
15,82,15,2015-01-11,Duke,@,NC State,REG (Conf),L 75-87,,22,1,2,0.5,0,0,1,2,0.5,0.5,2,2,1.0,1,7,8,1,0,0,2,2,4,3.7,A,0,1,amile-jefferson-1,Amile Jefferson,2015,duke,
16,83,16,2015-01-13,Duke,,Miami (FL),REG (Conf),L 74-90,*,29,7,9,0.778,0,0,7,9,0.778,0.778,0,3,0.0,6,6,12,1,1,0,2,2,14,14.2,H,0,1,amile-jefferson-1,Amile Jefferson,2015,duke,
17,84,17,2015-01-17,Duke,@,Louisville,REG (Conf),W 63-52,*,31,6,7,0.857,0,0,6,7,0.857,0.857,7,9,0.778,1,6,7,1,0,0,3,2,19,15.1,A,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
18,85,18,2015-01-19,Duke,,Pittsburgh,REG (Conf),W 79-65,*,32,2,6,0.333,0,0,2,6,0.333,0.333,4,4,1.0,3,6,9,0,3,1,0,1,8,11.8,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
19,86,19,2015-01-25,Duke,@,St. John's (NY),REG (Non-Conf),W 77-68,*,21,5,8,0.625,0,0,5,8,0.625,0.625,1,3,0.333,2,1,3,1,0,0,0,3,11,7.8,A,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
20,87,20,2015-01-28,Duke,@,Notre Dame,REG (Conf),L 73-77,*,17,2,4,0.5,0,0,2,4,0.5,0.5,0,3,0.0,3,2,5,0,0,1,1,0,4,3.2,A,0,1,amile-jefferson-1,Amile Jefferson,2015,duke,
21,88,21,2015-01-31,Duke,@,Virginia,REG (Conf),W 69-63,*,20,1,2,0.5,0,0,1,2,0.5,0.5,0,2,0.0,0,2,2,0,1,1,0,0,2,2.5,A,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
22,89,22,2015-02-04,Duke,,Georgia Tech,REG (Conf),W 72-66,*,23,3,4,0.75,0,0,3,4,0.75,0.75,0,0,,1,4,5,1,1,0,0,4,6,6.4,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
23,90,23,2015-02-07,Duke,,Notre Dame,REG (Conf),W 90-60,*,20,2,3,0.667,0,0,2,3,0.667,0.667,3,6,0.5,1,4,5,0,0,0,2,3,7,3.2,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
24,91,24,2015-02-09,Duke,@,Florida State,REG (Conf),W 73-70,*,21,0,1,0.0,0,0,0,1,0.0,0.0,2,2,1.0,1,4,5,0,0,1,0,2,2,3.1,A,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
25,92,25,2015-02-14,Duke,@,Syracuse,REG (Conf),W 80-72,*,14,1,3,0.333,0,0,1,3,0.333,0.333,0,0,,2,1,3,0,0,0,2,2,2,-0.8,A,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
26,93,26,2015-02-18,Duke,,North Carolina,REG (Conf),W 92-90 (OT),*,29,5,7,0.714,0,0,5,7,0.714,0.714,3,6,0.5,2,3,5,1,1,6,1,3,13,14.9,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
27,94,27,2015-02-21,Duke,,Clemson,REG (Conf),W 78-56,*,16,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,0,0,0,0,0,0,2,1,2,-1.4,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
28,95,28,2015-02-25,Duke,@,Virginia Tech,REG (Conf),W 91-86 (OT),,14,0,0,,0,0,0,0,,,2,4,0.5,3,3,6,1,0,1,0,2,2,4.8,A,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
29,96,29,2015-02-28,Duke,,Syracuse,REG (Conf),W 73-54,,12,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,0,2,2,0,0,1,1,1,2,0.9,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
30,97,30,2015-03-04,Duke,,Wake Forest,REG (Conf),W 94-51,,20,2,2,1.0,0,0,2,2,1.0,1.0,0,0,,3,2,5,4,1,1,1,1,4,9.2,H,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
31,98,31,2015-03-07,Duke,@,North Carolina,REG (Conf),W 84-77,,31,1,3,0.333,0,0,1,3,0.333,0.333,1,3,0.333,5,1,6,0,0,2,2,3,3,2.5,A,1,1,amile-jefferson-1,Amile Jefferson,2015,duke,
32,99,32,2015-03-12,Duke,N,NC State,CTOURN,W 77-53,,20,0,0,,0,0,0,0,,,0,0,,1,3,4,0,1,0,1,0,0,1.6,N,1,0,amile-jefferson-1,Amile Jefferson,2015,duke,
33,100,33,2015-03-13,Duke,N,Notre Dame,CTOURN,L 64-74,,12,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,2,1,3,0,0,1,0,2,2,3.3,N,0,0,amile-jefferson-1,Amile Jefferson,2015,duke,
34,101,34,2015-03-20,Duke,N,Robert Morris,ROUND-64,W 85-56,,29,4,6,0.667,0,0,4,6,0.667,0.667,2,3,0.667,2,4,6,3,0,0,2,1,10,9.3,N,1,0,amile-jefferson-1,Amile Jefferson,2015,duke,
35,102,35,2015-03-22,Duke,N,San Diego State,ROUND-32,W 68-49,,9,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,N,1,0,amile-jefferson-1,Amile Jefferson,2015,duke,
36,103,36,2015-03-27,Duke,N,Utah,ROUND-16,W 63-57,,20,2,4,0.5,0,0,2,4,0.5,0.5,0,0,,3,1,4,0,1,0,0,0,4,5.4,N,1,0,amile-jefferson-1,Amile Jefferson,2015,duke,
37,104,37,2015-03-29,Duke,N,Gonzaga,ROUND-8,W 66-52,,20,0,0,,0,0,0,0,,,0,0,,3,1,4,0,0,0,0,1,0,2.0,N,1,0,amile-jefferson-1,Amile Jefferson,2015,duke,
38,105,38,2015-04-04,Duke,N,Michigan State,NATIONAL-SEMI,W 81-61,,11,0,0,,0,0,0,0,,,1,2,0.5,2,5,7,0,0,0,1,3,1,1.3,N,1,0,amile-jefferson-1,Amile Jefferson,2015,duke,
39,106,39,2015-04-06,Duke,N,Wisconsin,NATIONAL-FINAL,W 68-63,,21,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,1,6,7,2,1,3,0,3,2,7.5,N,1,0,amile-jefferson-1,Amile Jefferson,2015,duke,
1,33,1,2014-11-14,Duke,,Presbyterian,REG (Non-Conf),W 113-44,,13,3,4,0.75,2,2,1,2,0.5,1.0,0,1,0.0,0,1,1,1,0,0,1,0,8,6.0,H,1,1,matt-jones-3,Matt Jones,2015,duke,1.0
2,34,2,2014-11-15,Duke,,Fairfield,REG (Non-Conf),W 109-59,,19,3,4,0.75,1,2,2,2,1.0,0.875,2,3,0.667,1,4,5,0,2,0,0,3,9,9.7,H,1,1,matt-jones-3,Matt Jones,2015,duke,0.5
3,35,3,2014-11-18,Duke,N,Michigan State,REG (Non-Conf),W 81-71,,22,1,4,0.25,0,2,1,2,0.5,0.25,2,2,1.0,0,0,0,1,0,0,0,3,4,1.1,N,1,1,matt-jones-3,Matt Jones,2015,duke,0.0
4,36,4,2014-11-21,Duke,N,Temple,REG (Non-Conf),W 74-54,,16,1,3,0.333,1,3,0,0,,0.5,0,0,,0,0,0,2,0,0,0,0,3,2.7,N,1,1,matt-jones-3,Matt Jones,2015,duke,0.333
5,37,5,2014-11-22,Duke,N,Stanford,REG (Non-Conf),W 70-59,,18,4,7,0.571,2,3,2,4,0.5,0.714,0,0,,0,1,1,0,1,0,2,2,10,5.2,N,1,1,matt-jones-3,Matt Jones,2015,duke,0.667
6,38,6,2014-11-26,Duke,,Furman,REG (Non-Conf),W 93-54,,19,4,5,0.8,4,5,0,0,,1.2,1,2,0.5,0,3,3,2,0,0,0,1,13,12.6,H,1,1,matt-jones-3,Matt Jones,2015,duke,0.8
7,39,7,2014-11-30,Duke,,Army,REG (Non-Conf),W 93-73,,18,2,3,0.667,0,1,2,2,1.0,0.667,2,3,0.667,0,1,1,1,2,0,2,2,6,4.5,H,1,1,matt-jones-3,Matt Jones,2015,duke,0.0
8,40,8,2014-12-03,Duke,@,Wisconsin,REG (Non-Conf),W 80-70,,19,1,1,1.0,0,0,1,1,1.0,1.0,1,2,0.5,0,1,1,0,1,0,0,3,3,2.4,A,1,1,matt-jones-3,Matt Jones,2015,duke,
9,41,9,2014-12-15,Duke,,Elon,REG (Non-Conf),W 75-62,,20,1,6,0.167,0,4,1,2,0.5,0.167,1,1,1.0,0,1,1,0,1,0,2,0,3,-1.5,H,1,1,matt-jones-3,Matt Jones,2015,duke,0.0
10,42,10,2014-12-18,Duke,N,Connecticut,REG (Non-Conf),W 66-56,,6,0,1,0.0,0,1,0,0,,0.0,0,0,,0,0,0,0,0,0,0,2,0,-1.5,N,1,1,matt-jones-3,Matt Jones,2015,duke,0.0
11,43,11,2014-12-29,Duke,,Toledo,REG (Non-Conf),W 86-69,,17,1,4,0.25,0,1,1,3,0.333,0.25,0,0,,1,1,2,0,1,0,1,2,2,-0.2,H,1,1,matt-jones-3,Matt Jones,2015,duke,0.0
12,44,12,2014-12-31,Duke,,Wofford,REG (Non-Conf),W 84-55,,18,0,4,0.0,0,1,0,3,0.0,0.0,2,2,1.0,0,2,2,1,2,0,0,3,2,1.3,H,1,1,matt-jones-3,Matt Jones,2015,duke,0.0
13,45,13,2015-01-03,Duke,,Boston College,REG (Conf),W 85-62,,27,3,7,0.429,2,4,1,3,0.333,0.571,0,0,,4,0,4,1,1,0,0,1,8,8.4,H,1,1,matt-jones-3,Matt Jones,2015,duke,0.5
14,46,14,2015-01-07,Duke,@,Wake Forest,REG (Conf),W 73-65,,19,2,6,0.333,1,2,1,4,0.25,0.417,0,0,,1,3,4,1,0,0,0,0,5,3.9,A,1,1,matt-jones-3,Matt Jones,2015,duke,0.5
15,47,15,2015-01-11,Duke,@,NC State,REG (Conf),L 75-87,*,20,1,8,0.125,1,6,0,2,0.0,0.188,2,2,1.0,1,1,2,1,1,0,2,3,5,-0.7,A,0,1,matt-jones-3,Matt Jones,2015,duke,0.167
16,48,16,2015-01-13,Duke,,Miami (FL),REG (Conf),L 74-90,,6,0,0,,0,0,0,0,,,1,2,0.5,0,1,1,1,0,0,1,4,1,-1.0,H,0,1,matt-jones-3,Matt Jones,2015,duke,
17,49,17,2015-01-17,Duke,@,Louisville,REG (Conf),W 63-52,,8,2,4,0.5,2,3,0,1,0.0,0.75,0,0,,0,1,1,0,0,0,0,1,6,3.9,A,1,1,matt-jones-3,Matt Jones,2015,duke,0.667
18,50,18,2015-01-19,Duke,,Pittsburgh,REG (Conf),W 79-65,,10,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,1,0,1,0,0,0,0,0,0,-0.7,H,1,1,matt-jones-3,Matt Jones,2015,duke,
19,51,19,2015-01-25,Duke,@,St. John's (NY),REG (Non-Conf),W 77-68,,24,2,6,0.333,0,2,2,4,0.5,0.333,0,0,,2,4,6,2,1,0,2,3,4,2.4,A,1,1,matt-jones-3,Matt Jones,2015,duke,0.0
